0Dreamstars.ModTranslation-name|模组翻译
//5P
Oh. Interesting. This is a standard issue confluence pearl,<LINE>many times larger than the standard fare, printed from a similarly colossal strand manipulator.|哦，有趣。这是颗标准制式的汇流珍珠，<LINE>比常规型号大了不少，由同样巨型的链式操控器打印而成。
The pearl itself contains a barely living liquid center,<LINE>rendering the data easily overwritten by any skilled technician.|珍珠内部包含一个近乎死亡的液态核心，<LINE>使得任何娴熟的技师都能轻易复写其数据。
The data on this traces its ownership back to a massive cargo sail,<LINE>with a departure date scheduled soon after our benefactors mass ascension. How peculiar.|数据显示这颗珍珠属于一艘大型货船，<LINE>启航日期设定在我们的捐赠者集体飞升后不久，真是蹊跷。
It’s highly likely whichever rebellious citizen commandeered this ship belonged to one of many groups of dissident monks.|强征了这艘船的反叛公民大概率来自于许多持不同政见的僧侣群体之一。
Given the ships proximity to a particularly weak spot in the firmament,<LINE>they could have been a pure spindle fanatic, one of few remaining after the monastic purges carried out during the void fluid revolution.|由于该船迫近于天穹的薄弱点，<LINE>其大概是纯净纺锤体的狂热信徒，这类人在虚空流体革命期间的修道院清洗进行之后已经所剩无几。
Focused on a physical and spiritual un-birth, this reclusive order felt their fate lie in the stars rather than beneath them,<LINE>and this particular believer may have escaped in order to decipher the nature of this ancient belief, unheeded by everyday needs.|追求着肉体和精神的双重“非生”，这个隐秘组织认为他们的命运在于星辰之间而非尘世，<LINE>其中的这位信徒或许正是为了领悟古老教义而逃亡，忽视世俗需求。
As for where it departed from? The tracking data suggests it came from one of my neighboring cans-<LINE>not that I care enough to discover its exact origin.|至于启航地点？记录数据显示它来自于我某个邻居的巨构————<LINE>不过我对寻找它的确切起点并不关心。
Although it hardly aligns with my present ambitions, I thank you for this strange insight.|虽然这与我的当前目标毫不相干，还是感谢你带来的奇怪线索。
//LTTM
This seems to be a larger variant of the standard data pearls you may have seen around,<LINE>meant for more direct interfacing.|这是你所发现过的标准数据珍珠中一个更大的变体，<LINE>用于适配更直接的接口。
The data stored on this shows a trade route traversing the celestial underlayer,<LINE>our creators ever so wary of any slips in the firmament.|上面储存的数据显示了一条穿越天空下层的贸易路线，<LINE>我们的创造者们始终对天空中的一切潜在风险保持警惕。
I never payed them any mind, however.<LINE>My kind concerned themselves with matters below, rather than above.|不过我从来没关心过这些。<LINE>我和我的同类们专注于地面的事务，而非天空。
Besides that, this includes the departure and docking log for the ship.|除此之外，珍珠还记录着货船的启程和停靠日志。
Strangely, it records docking at a refueling tower when no ships should have been active,<LINE>after the final days of my creators ascent.|奇怪的是，在本应无船航行的时间段，数据显示出在燃料补给塔停泊的记录，<LINE>届时是我们的创造者飞升的最后阶段之后。
Whoever departed in this vessel must have felt their fate lied in the stars,<LINE>rather than beneath the earth.|让这艘船启航的人一定认为其命运存在于繁星之间，<LINE>,而非深入于地底。
Select few superstitious old monks used to believe the same,<LINE>despite their shunning by wider society.|曾经一些迷信的老僧侣持有同样的观点，<LINE>虽然遭到主流社会的排斥。
Even still, some still clung to their belief,<LINE>evident with the existence of this pearl.|尽管如此，仍有人固执信仰，<LINE>这颗珍珠的存在就是证明。
So much effort, endless ruminating,<LINE>our gift swatted away without care.|如此的多的努力，永无止境的沉思，<LINE>我们的礼物却就这样被毫不关心地丢弃。
It infuriates me.|这让我愤怒。
Like a selfish child, they defied what would have benefited them,<LINE>leaving us to clean up the mess.|就像任性的孩子一般，他们拒绝了应有的福祉，<LINE>留给我们去收拾烂摊子。
Not that I could, anyways, in the state that I am in.|无论如何，以我目前的状态，也无力去收拾。
But I apologize, I shouldn’t have gotten so worked up.<LINE>It’s ultimately insignificant.|抱歉，我不该这么激动。<LINE>这只是无关紧要的小事罢了。

//3443958927
//Tick Ticker
shrubfromtomorrow.tickTicker-description|将可变节拍器添加到游戏的节拍率当中。
Increase metronome speed|加快节拍器速度
Decrease metronome speed|减缓节拍器速度
Toggle metronome|开关节拍器
Change Volume|调节音量
Change metronome volume|调节节拍器音量

//2940029256
//PhysicsSpeedConfig
physicsspeed-description|为移动和操作添加了按键来减慢或者加速物理计算。
physicsspeedconfig mod by pinecubes|物理速度调整模组 by pinecubes
laura#2871 for any questions or suggestions!|有问题或建议请找laura#2871！
Configure keys to change the physics speed while ingame!|设置热键来实时修改游戏内物理速度！
Slowdown multiplier|减速乘数
Speedup multiplier|加速乘数
Slowdown keybind|减速按键
Speedup keybind|加速按键
Kill process keybind|终止按键
Toggle with key|按键来启用
25% by default|默认25%
300% by default|默认300%
On by default|默认启用

//3424930016
//凛冬终末迭代器对话！！
//BeeNoPearl
…|……
..?|……？
A creature?|一只生物？
How interesting. It got into my chamber.|真有趣。它进了我的演算室。
I must assume you did not arrive here of your own volition.|我只能假定你不是靠自己的意志到达这儿的。
Whatever led you here whether accident or intention it is wasted effort.|不论有意还是无意，你来这里都是白费力气。
There is nothing of value for you within this place.|这里没有对你有价值的东西。
I suggest you turn back. No curiosity for beings such as yourself.|我建议你回去。像你这样的存在不应该有好奇心。

//BeeEncounterMetbefore
Oh.|哦。
You're back|你回来了。
There is nothing i can do in this chamber.|在这演算室里我做不了什么。
Who brought you here still?|是谁仍然将你引来？
Although, i feel something you have..|不过，我感觉你有某些东西……
May I see?|我能看一下吗？
...
This pearl...|这颗珍珠……
It holds significance beyond your understanding.|它所承载的远超你的理解。
Deliver it to the top of the tower. It is imperative.|把它送到塔顶上。这很紧要。
You may not comprehend its importance, but you have my gratitude.|你或许不明白它的重要性，但我会很感激你。
Do not delay.|不要再拖延了。
The reason I require your assistance is simple.|我需要你协助的原因很简单。
Something has occurred...|有什么事情发生了……
The communication tower’s processing unit has been damaged.|通讯塔的处理单元被损坏了。

//BeeEncounter
...
..?
A creature?
How interesting. It got into my chamber.
Who brought you here, intelligent creature?|谁带你来到这里，聪明的生灵？
Although, i feel something you have..
May I see?
...
This pearl...
It holds significance beyond your understanding.
Deliver it to the tower. It is imperative.
You may not comprehend its importance, but you have my gratitude.
Do not delay.
The reason I require your assistance is simple.
Something has occurred...
The communication tower’s processing unit has been damaged.

//Snow_MeetCB
…
Does this method suffice? Is this reaching you?|这个方法可行吗？你能听到吗？
You two are quite adorable. You should work together in this situation.|你们两个真可爱。在这种情况下，你们应该齐心协力。
Perhaps a kinder entity has already tried, though their success is uncertain.|也许一个更和善的存在已经尝试过，尽管无法确认是否成功。
Now, I find myself requiring your assistance to stabilize this decaying structure.|现在，我发觉自己需要你的协助，来稳定这个正在衰败的结构。
Time is not a resource we can afford to squander|我们的时间经不起浪费了。
Here. This device will serve as your temporary Drone.|来。这个设备会暂时成为你的无人机。
It's calibrated to interact with the core systems of the power network.|它被校准为可以与能量网络的核心系统互动。
Travel to Outpost Citadel, that's where ancient lived. Beyond that, head bottom left of the map.|前往前哨堡垒，古人曾居住的地方。越过它，继续走向地图左下方。
There's a gate, only for drone unit to open. To avoid any dangerous creature coming in.|那里有一扇门，只能通过无人机打开，以防危险生物进入。
There lies the system drawing power to sustain this place.|那里的系统汲取着维持这个地方运转的能量。
We will speak further when the energy flow is restored. I trust you.|能量流恢复后，我们可以进一步聊聊。我相信你。
...
I will wait... for as long as I can.|我会等待……只要我还能等待。

//unkown
…
A different species.|一个不同的物种。
Curious. Speak.|好奇。言语。
Your kind should not persist in these conditions.|你们不应该坚持留在这种环境里。
I am surprised you survive so far from safer habitats.|我很惊讶，你离安全的栖息地如此遥远，还能存活下来。
Your body temperature teeters dangerously close to hyperthermic collapse.|你的体温正濒临高热衰竭的危险边缘。
Yet... you are alive. Resilient, against odds.|然而……你仍然活着。正在顽强地适应。
What drives you here, small creature? Is it mere instinct?|是什么驱使你来到这里，小生物？仅仅是本能吗？
Or perhaps... something more?|又或许……是另外一些东西？
Your presence warrants observation. Speak or act. I will watch.|你的存在值得观察。说话或行动。我会看着的。
Bye.|再见。

//unkownagain
…
There is nothing i can talk.|我没有什么可说的。
You can sleep here now.|你现在可以在这里睡觉。

//SecondMeet
…
We don't have time.|我们没有时间了。
Please.|拜托你。

//IgnoreMeet
…

//Snow_thankyou
...|……
You finally come back.|你终于回来了。
Thank you.|谢谢你。
I don't understand why the power went malfunction itself.|我不理解为何能源会自己出故障。
Where ancient lives now? Where are they?|现在古人住在哪里？他们在哪？
Been a long time.|已经很久了。
Your efforts have preserved my existence an outcome I had not dared to hope for.|你的努力使我的存在得以维持，这曾是我不敢奢望的结果。
Now, I must attempt to establish contact with an acquaintance.|现在，我必须尝试与一位熟人建立联系。
....
... It appears I cannot.|……看起来我不能。
What has become of the other places, I wonder?|我想知道其它地方现在已经变成什么样了？
...
Nevertheless, my gratitude remains.|尽管如此，我仍然心怀感激。
If you carry pearls or seek answers, I will do what I can to assist.|如果你带来珍珠或寻求解答，我会尽我所能提供帮助。
My name is Cryobloom Mist.|我的名字叫霜凝雾华。
Often call as cryobloom.|通常被称为霜华。
I can only hope they are safe.|我只希望他们平安无事。

You two should be along together.|你们两个应该待在一起。

//Snow_again
Hello.|你好。
All the system is restored.|所有系统均已恢复。
Again, thank you.|再次感谢你。
i don't have any plans but you can enjoy resting here.|我没有任何计划了，但你可以在这里尽情休息。
As your own big little chamber with me.|就像你自己的大大演算室，和我一起。
i have nothing to do on, Take a good rest.|我手头没有要做的事，好好休息吧。

//IDONTHAVETIME
I do not have time, please.|我没有时间了，求你。
I cant help with this, i need you to restore my power.|我无法提供帮助，我需要你恢复我的供能。
Time is ticking, please quick.|时间在流逝，请尽快。
You really like to know this pearl, Later after you restore the power.|你很想知道这颗珍珠的内容，等你把能量恢复后。
...

//PauseAndWaitForStillEvent
...
I have gathered more data on you...|我收集了更多你的数据……
You are different from the others I have seen.|你与我见过的你的其它同类不一样。
Your behavior unlike the usual patterns.|你的行为不同于常规模式。
Sadly, I cannot trace your past. I wish I knew what happened to you.\r\n|遗憾的是，我无法追溯你的过去。我希望我知道你身上发生了什么。
...
You appear weak... yet you stand against hostile creatures without hesitation.|你看上去很弱小……却能毫不犹豫地对抗敌对生物。
Nonetheless, I believe you can endure.|我相信你能够生存下去。

//blanklol
Lets see.|让我们看看。
...?
Let me read this pearl.|让我读一下这颗珍珠。
A pearl. How intriguing.|一颗珍珠。相当有趣。
Its data is fragmented, but I will extract what I can.|它的数据支离破碎，但我会尽力提取。
Pearl one? These objects hold secrets even their creators forgot.|一颗珍珠？这些物品携带着它们的创造者都忘记了的秘密。
This will take a moment to process.|这个需要一点时间来处理。
